what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363604161079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363604386748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363604425492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363608068099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363608085653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363608259976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363608260535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363608468345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363608470120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363609138124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363609197923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363609205728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363609207115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363609344469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363609351328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363609355967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363609357118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363610888689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363610890221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612068648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612079624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612092138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612097767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612127745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612128118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612150175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612175076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612254838
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363612365080
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363612367145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612422083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612451255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612519625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612533196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612571479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612580826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612591539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612601690
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1363612648232
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1363612648262
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1363612648287
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1363612649857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1363612650215
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1363612654819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1363612655260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612681178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612690480
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1363612690673
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1363612690745
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1363612690905
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1363612691019
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1363612691055
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1363612691207
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1363612691240
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1363612691519
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1363612691556
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1363612692670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1363612720171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612721450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612725588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612844856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363612855974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363613259257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363613260723
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1363613353031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1363613353406
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1363613367154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1363613367494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1363613392750
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1363613393643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1363613401934
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613414153
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613414297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613414440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613417798
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613417941
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613418119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613418244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613418404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613418548
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613418660
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613418804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613418948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613419092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613419219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613419347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613419508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613419700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613420083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363613420354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1363613424242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1363613425900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1363613452729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1363613453083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1363613454439
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1363613476050
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1363613476374
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1363613476434
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1363613476754
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1363613476940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363613477805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363613479183
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1363613480617
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1363613480774
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1363613486161
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1363613486551
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1363613486764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363613493014
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1363613494765
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1363613494934
